trade_id,timestamp,price,quantity,buyer_id,seller_id,aggressor_side
180931f3-22a4-4a46-b67b-6b787b8041aa,1746060061.664733,100.02,8,6726281d-43d1-4450-8cdf-1b6531ee91f0,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
d079f89a-8ba1-4c10-8791-1e603acc55ae,1746060061.665691,100.02,15,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
dca0914f-4c31-49ac-b0af-4b89abc49e30,1746060061.6657221,100.02,7,9d576e4c-b398-495a-bae7-1b27c6d51709,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.BUY
60a35b18-3134-46d7-86d1-2511016aa50b,1746060061.665727,100.02,8,9d576e4c-b398-495a-bae7-1b27c6d51709,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
7166594e-457f-44d9-b069-465f1886304e,1746060061.665735,99.98,2,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,7f07f7cc-e32a-4f8e-ae84-fe497076e569,OrderSide.SELL
6b5001fe-1218-4bdb-97e3-6c021ffd9d77,1746060061.6660118,100.0,15,a151c243-339d-454c-8a56-2afa81b2aada,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
8ee82704-757a-4500-bd57-00a8e343fef8,1746060061.666154,100.02,15,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
ea11ca7c-6740-4571-9b4d-c4c6781e32a0,1746060061.666198,99.98,13,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,6f46b869-2d34-404a-89af-8ec91aa31c98,OrderSide.SELL
f4dde809-889f-4301-a92e-9c6b909c4440,1746060061.6665049,100.02,7,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
a767a47a-6729-4df3-a5d4-76bb4743ffd0,1746060061.666518,100.02,8,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
25b737de-fca0-438b-98ac-100ac019e6a8,1746060061.666548,99.98,15,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
398dd6e3-bd3f-49a9-b744-81afff9638e2,1746060061.666576,99.98,4,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,6726281d-43d1-4450-8cdf-1b6531ee91f0,OrderSide.SELL
e0ec2d29-9ccd-4d48-8724-fa30d472396e,1746060061.6669672,99.98,11,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
36767c0e-8a03-4a00-a1e4-64a7eb0c2bfe,1746060061.6669781,99.98,4,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
aa52d5d3-22fa-4e9c-b5d2-3cc1aa0b82e2,1746060061.666987,100.02,15,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.BUY
2ac87e8a-d604-4f8d-806d-e3367215ea02,1746060061.6670022,99.98,8,a151c243-339d-454c-8a56-2afa81b2aada,6f46b869-2d34-404a-89af-8ec91aa31c98,OrderSide.SELL
7628abf2-3d0d-4195-8ca6-644acc8aa233,1746060061.667008,100.02,7,d48e40d2-b2a0-464a-be25-1d57adc6c039,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
e4f2bd01-8200-4a53-af8b-62877622e9a9,1746060061.6670132,100.02,1,d48e40d2-b2a0-464a-be25-1d57adc6c039,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
95643aba-31d8-48b6-ab6d-b2631c8a6885,1746060061.667116,100.10000000000001,15,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
410a27ce-9b1c-41bf-9507-3d0eb12c2c02,1746060061.667129,99.98,11,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
5fb1bcf7-5919-411e-9043-3eb55344125c,1746060061.6671329,99.98,4,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
f1474439-d3c5-4ce1-b559-7b17134c06a6,1746060061.6671412,99.98,7,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
43140d23-bc71-480f-95f1-f6532cad95c8,1746060061.667145,99.98,8,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
0ff8f129-748d-4ffb-8771-6e72796face4,1746060061.667242,99.94,15,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
d75368c7-c654-4f1f-a7f2-94bc20815d73,1746060061.667252,100.02,14,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.BUY
02f93451-a263-4c06-a1b8-3ec082ef48f0,1746060061.667256,100.02,1,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
ffaa10de-7012-4d4c-a34b-49f6bf066dff,1746060061.667352,100.02,14,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
3644753c-c69b-4cf8-bd31-057b44d41f2f,1746060061.667356,100.16,1,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
c3d7a6de-712f-4ea6-8f6f-68c5869997b1,1746060061.6673942,100.0,15,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
4db73e9c-4e1d-4b49-baee-b99d3264373e,1746060061.667406,99.98,3,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,5f4c721a-fda7-46fc-8aa4-5ddc02714d80,OrderSide.SELL
4d70e206-54f5-4b58-a720-eaac1c60bfb9,1746060061.6674109,99.98,6,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,5f4c721a-fda7-46fc-8aa4-5ddc02714d80,OrderSide.SELL
a36918ec-309f-4737-b237-45291b59fab3,1746060061.667542,99.98,15,a151c243-339d-454c-8a56-2afa81b2aada,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
581c964a-c110-4864-9732-97c044d0e22f,1746060061.667558,100.0,6,a151c243-339d-454c-8a56-2afa81b2aada,56b71052-1319-4c5d-b3f3-580ad0c68c2a,OrderSide.SELL
37b4c8df-b2e4-487d-9e29-da517b129d5a,1746060061.6676412,100.02,15,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
59c9da83-c853-47a4-bbe8-e0e9e5277277,1746060061.667653,99.98,9,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
af3b4c29-e22f-43da-be90-299be8a07487,1746060061.667657,99.98,6,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
9607a578-61b7-435c-b08a-ba49ce688849,1746060061.66767,100.0,9,a151c243-339d-454c-8a56-2afa81b2aada,d48e40d2-b2a0-464a-be25-1d57adc6c039,OrderSide.SELL
f50cd783-7612-429b-97b4-cd5a248fd2da,1746060061.667676,99.99000000000001,10,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,d48e40d2-b2a0-464a-be25-1d57adc6c039,OrderSide.SELL
c3940aaf-d64e-4cb5-8137-fcc0f1bdf383,1746060061.667753,99.99000000000001,5,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
8cb9aa6f-004b-4f35-a938-8fcaefe56910,1746060061.667757,99.98,9,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
febcd23a-497d-4e71-a11b-ba3d4c0632a2,1746060061.6677608,99.92,1,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
a225134b-6291-403c-8484-d67a1ec04ada,1746060061.667774,100.0,15,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
26d36e6e-8a32-4c1b-8eeb-26d6479beb4c,1746060061.667845,99.98,15,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
099e7bdb-a402-4832-863b-c281f870870d,1746060061.667853,99.96000000000001,15,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
1c75211a-dc67-4132-bd45-075291e31e27,1746060061.667937,99.92,14,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
c60ad230-4ac2-4ae2-9b23-6cceff80a58d,1746060061.667941,99.9,1,a151c243-339d-454c-8a56-2afa81b2aada,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
ffb47711-fec5-4578-b3ff-5c2649056d40,1746060061.667953,99.96000000000001,15,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
4067f5e9-6c97-4839-8d37-014f160550cb,1746060061.6679602,99.99000000000001,12,abfe925f-096e-4269-886b-33004406864c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
c40d92d5-f8f5-4695-8e76-567ba707195b,1746060061.668263,99.94,15,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
849f82d2-5a9f-4789-b0e8-82ee23e73aa6,1746060061.668278,99.95,15,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
90a738ba-b38a-431d-8081-f35a4e5f18b3,1746060061.668288,99.98,6,d48e40d2-b2a0-464a-be25-1d57adc6c039,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
22be6331-d9b2-4005-bc83-9f933f8fec0d,1746060061.6682932,99.92,7,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,3ccb1b8b-b450-4a58-a3c7-36c5dcab1ddc,OrderSide.SELL
58013a96-3b7f-4e45-af15-d24af121acf7,1746060061.668378,99.92,15,a151c243-339d-454c-8a56-2afa81b2aada,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.SELL
8969d375-32ed-4c2d-9bab-3ec10bfd5676,1746060061.668385,99.98,9,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.BUY
303a5899-08e3-495c-a592-8c00e204f593,1746060061.668389,100.0,6,a151c243-339d-454c-8a56-2afa81b2aada,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,OrderSide.BUY
90cf4580-a928-4d16-9a3b-8e85b82ce8e1,1746060061.668422,99.92,8,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
76bb563e-e8fd-4263-a1e5-ee6c5009cca4,1746060061.668428,99.9,7,a151c243-339d-454c-8a56-2afa81b2aada,af0d6ecb-23ad-45e9-aaf3-34c839df78bc,OrderSide.SELL
a48382ca-e1af-49ad-a124-26bc42def8c8,1746060061.6686919,99.99000000000001,3,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.BUY
0dc19388-9615-4eb6-b96d-7894ac8fe3e9,1746060061.668709,99.99000000000001,12,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
5bb99b00-3f34-4f76-a79f-107ad6e3c16f,1746060061.6687129,99.88,3,154a5bf2-bdc0-4c6b-9f06-95e99695c76c,a151c243-339d-454c-8a56-2afa81b2aada,OrderSide.SELL
